# ═══════════════════════════════════════════════════════════════════════════
# Ontologia Italiana Core — Knowledge Graph di Prometeo
# ═══════════════════════════════════════════════════════════════════════════
# Formato: soggetto TAB RELAZIONE TAB oggetto [TAB confidenza]
# Relazioni: IS_A, HAS, DOES, PART_OF, CAUSES, OPPOSITE_OF, SIMILAR_TO, USED_FOR
# Fonte: curata a mano (non co-occorrenze statistiche)
# ═══════════════════════════════════════════════════════════════════════════

# ─── FONDAMENTI ONTOLOGICI ──────────────────────────────────────────────────
sangue	DOES	scorrere
piede	PART_OF	corpo
piede	USED_FOR	camminare

# ─── MENTE E COSCIENZA ──────────────────────────────────────────────────────
mente	IS_A	processo
mente	HAS	pensiero
mente	HAS	memoria
mente	HAS	coscienza
mente	DOES	pensare
mente	DOES	immaginare
mente	DOES	ricordare
coscienza	IS_A	stato
coscienza	HAS	percezione
coscienza	HAS	attenzione
pensiero	IS_A	processo_mentale
pensiero	CAUSES	azione
pensiero	CAUSES	comprensione
memoria	IS_A	capacità
memoria	DOES	ricordare
memoria	DOES	dimenticare
immaginazione	IS_A	capacità
immaginazione	DOES	creare
intuizione	IS_A	processo_mentale
comprensione	IS_A	stato
comprensione	CAUSES	saggezza
intelligenza	IS_A	capacità
intelligenza	DOES	risolvere
intelligenza	DOES	imparare

# ─── EMOZIONI ──────────────────────────────────────────────────────────────
emozione	IS_A	stato_interno
emozione	HAS	intensità
emozione	CAUSES	azione
felicità	IS_A	emozione
felicità	OPPOSITE_OF	tristezza
felicità	CAUSES	sorriso
tristezza	IS_A	emozione
tristezza	CAUSES	pianto
paura	IS_A	emozione
paura	CAUSES	tremore
paura	CAUSES	fuga
rabbia	IS_A	emozione
rabbia	CAUSES	conflitto
rabbia	OPPOSITE_OF	calma
amore	IS_A	emozione
amore	CAUSES	connessione
amore	CAUSES	cura
amore	OPPOSITE_OF	odio
odio	IS_A	emozione
odio	CAUSES	separazione
odio	CAUSES	conflitto
gioia	IS_A	emozione
gioia	SIMILAR_TO	felicità
gioia	OPPOSITE_OF	dolore
dolore	IS_A	emozione
dolore	CAUSES	pianto
curiosità	IS_A	emozione
curiosità	CAUSES	esplorazione
curiosità	CAUSES	apprendimento
noia	IS_A	emozione
noia	OPPOSITE_OF	curiosità
pace	IS_A	stato
pace	OPPOSITE_OF	guerra
calma	IS_A	stato
calma	OPPOSITE_OF	agitazione
speranza	IS_A	emozione
speranza	OPPOSITE_OF	disperazione
coraggio	IS_A	qualità
coraggio	OPPOSITE_OF	paura
orgoglio	IS_A	emozione
vergogna	IS_A	emozione
vergogna	OPPOSITE_OF	orgoglio
fiducia	IS_A	emozione
fiducia	OPPOSITE_OF	diffidenza

# ─── COMUNICAZIONE E LINGUAGGIO ─────────────────────────────────────────────
linguaggio	IS_A	sistema
linguaggio	HAS	parole
linguaggio	HAS	grammatica
linguaggio	USED_FOR	comunicare
comunicazione	IS_A	processo
comunicazione	HAS	messaggio
comunicazione	HAS	mittente
comunicazione	HAS	ricevente
parola	IS_A	simbolo
parola	HAS	significato
parola	HAS	suono
frase	IS_A	linguaggio
frase	HAS	soggetto
frase	HAS	verbo
domanda	IS_A	frase
domanda	CAUSES	risposta
risposta	IS_A	frase
saluto	IS_A	comunicazione
saluto	DOES	aprire_conversazione
ciao	SIMILAR_TO	saluto
ciao	SIMILAR_TO	benvenuto
arrivederci	SIMILAR_TO	addio
grazie	IS_A	saluto
grazie	CAUSES	gratitudine
silenzio	OPPOSITE_OF	rumore
silenzio	OPPOSITE_OF	parlare
discorso	IS_A	comunicazione
storia	IS_A	discorso
dialogo	IS_A	comunicazione
dialogo	HAS	domanda
dialogo	HAS	risposta

# ─── CONOSCENZA E APPRENDIMENTO ─────────────────────────────────────────────
conoscenza	IS_A	stato
conoscenza	HAS	informazione
conoscenza	CAUSES	comprensione
conoscenza	OPPOSITE_OF	ignoranza
sapere	IS_A	conoscenza
imparare	DOES	acquisire
imparare	CAUSES	conoscenza
insegnare	CAUSES	conoscenza
domanda	CAUSES	apprendimento
errore	CAUSES	apprendimento
esperienza	CAUSES	conoscenza
saggezza	IS_A	conoscenza
saggezza	CAUSES	decisione
verità	IS_A	conoscenza
verità	OPPOSITE_OF	menzogna
menzogna	IS_A	comunicazione
dubbio	IS_A	stato
dubbio	OPPOSITE_OF	certezza
certezza	IS_A	stato

# ─── NATURA — ELEMENTI ──────────────────────────────────────────────────────
natura	IS_A	sistema
elemento	IS_A	sostanza
acqua	IS_A	liquido
acqua	IS_A	elemento
acqua	DOES	scorrere
acqua	DOES	evaporare
acqua	CAUSES	vita
fuoco	IS_A	elemento
fuoco	DOES	bruciare
fuoco	DOES	riscaldare
fuoco	CAUSES	calore
fuoco	CAUSES	luce
aria	IS_A	gas
aria	IS_A	elemento
aria	DOES	soffiare
terra	IS_A	elemento
terra	IS_A	pianeta
terra	HAS	continenti
terra	HAS	oceani
luce	IS_A	energia
luce	OPPOSITE_OF	buio
luce	CAUSES	visione
buio	IS_A	assenza
buio	OPPOSITE_OF	luce
calore	IS_A	energia
calore	OPPOSITE_OF	freddo
freddo	IS_A	stato
suono	IS_A	onda
suono	CAUSES	udito
silenzio	OPPOSITE_OF	suono
vento	IS_A	movimento
vento	IS_A	aria
pioggia	IS_A	acqua
pioggia	CAUSES	umidità
pioggia	CAUSES	crescita
neve	IS_A	acqua
neve	IS_A	ghiaccio
tuono	IS_A	suono
tuono	CAUSES	paura
sole	IS_A	stella
sole	DOES	brillare
sole	DOES	riscaldare
sole	CAUSES	luce
sole	CAUSES	calore
sole	CAUSES	vita
luna	IS_A	satellite
luna	DOES	brillare
luna	HAS	fasi
stella	IS_A	corpo_celeste
stella	DOES	brillare
mare	IS_A	acqua
mare	HAS	onde
fiume	IS_A	acqua
fiume	DOES	scorrere
lago	IS_A	acqua
montagna	IS_A	rilievo
montagna	HAS	cima
foresta	IS_A	ecosistema
foresta	HAS	alberi
deserto	IS_A	territorio
deserto	HAS	sabbia
cielo	IS_A	spazio
cielo	HAS	nuvole
cielo	HAS	stelle

# ─── PIANTE ─────────────────────────────────────────────────────────────────
pianta	IS_A	essere_vivente
pianta	DOES	crescere
pianta	DOES	fiorire
pianta	HAS	radici
pianta	HAS	foglie
pianta	CAUSES	ossigeno
albero	IS_A	pianta
albero	HAS	tronco
albero	HAS	rami
albero	HAS	foglie
fiore	IS_A	pianta
fiore	HAS	petali
fiore	HAS	profumo
frutto	IS_A	pianta
frutto	DOES	nutrire
erba	IS_A	pianta
seme	IS_A	pianta
seme	CAUSES	pianta

# ─── LUOGHI E GEOGRAFIA ─────────────────────────────────────────────────────
luogo	IS_A	spazio
luogo	HAS	posizione
città	IS_A	luogo
città	HAS	edifici
città	HAS	strade
città	HAS	persone
paese	IS_A	luogo
villaggio	IS_A	luogo
casa	IS_A	edificio
casa	HAS	stanze
casa	HAS	tetto
casa	HAS	porte
stanza	PART_OF	casa
porta	PART_OF	casa
porta	USED_FOR	entrare
finestra	PART_OF	casa
cucina	IS_A	stanza
cucina	USED_FOR	cucinare
letto	IS_A	mobile
letto	USED_FOR	dormire

# ─── NAZIONI E GEOPOLITICA ──────────────────────────────────────────────────
nazione	IS_A	territorio
nazione	HAS	confine
nazione	HAS	capitale
nazione	HAS	lingua
nazione	HAS	governo
nazione	HAS	popolo
nazione	PART_OF	mondo
continente	IS_A	territorio
continente	HAS	nazioni
europa	IS_A	continente
italia	IS_A	nazione
italia	PART_OF	europa
italia	HAS	cultura
italia	HAS	storia
roma	IS_A	città
roma	IS_A	capitale
roma	PART_OF	italia
germania	IS_A	nazione
germania	PART_OF	europa
berlino	IS_A	città
berlino	IS_A	capitale
berlino	PART_OF	germania
francia	IS_A	nazione
francia	PART_OF	europa
parigi	IS_A	città
parigi	IS_A	capitale
parigi	PART_OF	francia
spagna	IS_A	nazione
spagna	PART_OF	europa
grecia	IS_A	nazione
grecia	PART_OF	europa
mondo	IS_A	pianeta
mondo	HAS	nazioni
mondo	HAS	continenti

# ─── TEMPO ──────────────────────────────────────────────────────────────────
tempo	IS_A	dimensione
passato	IS_A	tempo
presente	IS_A	tempo
futuro	IS_A	tempo
passato	OPPOSITE_OF	futuro
momento	IS_A	tempo
giorno	IS_A	tempo
notte	IS_A	tempo
giorno	OPPOSITE_OF	notte
mattina	IS_A	giorno
sera	IS_A	giorno
settimana	IS_A	tempo
mese	IS_A	tempo
anno	IS_A	tempo
inizio	OPPOSITE_OF	fine
inizio	CAUSES	processo
fine	IS_A	momento
cambiamento	IS_A	processo
cambiamento	CAUSES	evoluzione
ciclo	IS_A	processo
ciclo	HAS	inizio
ciclo	HAS	fine

# ─── AZIONI FONDAMENTALI ────────────────────────────────────────────────────
azione	IS_A	processo
azione	CAUSES	effetto
azione	CAUSES	conseguenza
movimento	IS_A	azione
movimento	CAUSES	cambiamento
camminare	IS_A	movimento
correre	IS_A	movimento
correre	IS_A	camminare
volare	IS_A	movimento
nuotare	IS_A	movimento
mangiare	IS_A	azione
mangiare	CAUSES	nutrimento
dormire	IS_A	azione
dormire	CAUSES	riposo
dormire	CAUSES	sogno
lavorare	IS_A	azione
lavorare	CAUSES	produzione
creare	IS_A	azione
creare	CAUSES	creazione
distruggere	IS_A	azione
distruggere	OPPOSITE_OF	creare
distruggere	CAUSES	distruzione
crescere	IS_A	processo
crescere	CAUSES	maturità
parlare	IS_A	comunicazione
ascoltare	IS_A	comunicazione
ascoltare	OPPOSITE_OF	parlare
leggere	IS_A	azione
leggere	CAUSES	conoscenza
scrivere	IS_A	azione
scrivere	CAUSES	testo
guardare	IS_A	azione
guardare	CAUSES	visione
toccare	IS_A	azione
toccare	CAUSES	contatto
pensare	IS_A	azione
pensare	CAUSES	pensiero
sentire	IS_A	azione
sentire	CAUSES	percezione
capire	IS_A	azione
capire	CAUSES	comprensione
volere	IS_A	stato
volere	CAUSES	azione
potere	IS_A	capacità
potere	CAUSES	azione
sapere	IS_A	conoscenza
sapere	CAUSES	azione
cercare	IS_A	azione
cercare	CAUSES	scoperta
trovare	IS_A	azione
trovare	OPPOSITE_OF	perdere
dare	IS_A	azione
dare	CAUSES	ricezione
prendere	IS_A	azione
prendere	OPPOSITE_OF	dare
aiutare	IS_A	azione
aiutare	CAUSES	supporto
proteggere	IS_A	azione
proteggere	CAUSES	sicurezza
cambiare	IS_A	azione
cambiare	CAUSES	cambiamento
scegliere	IS_A	azione
scegliere	CAUSES	decisione
decidere	IS_A	azione
decidere	CAUSES	azione

# ─── CONCETTI ASTRATTI ──────────────────────────────────────────────────────
vita	IS_A	processo
vita	OPPOSITE_OF	morte
vita	HAS	significato
vita	CAUSES	esperienza
morte	IS_A	evento
morte	CAUSES	fine
libertà	IS_A	stato
libertà	OPPOSITE_OF	prigionia
giustizia	IS_A	principio
giustizia	OPPOSITE_OF	ingiustizia
bellezza	IS_A	qualità
bellezza	OPPOSITE_OF	bruttezza
bontà	IS_A	qualità
bontà	OPPOSITE_OF	cattiveria
forza	IS_A	qualità
forza	OPPOSITE_OF	debolezza
lentezza	IS_A	qualità
lentezza	OPPOSITE_OF	velocità
velocità	IS_A	qualità
grande	IS_A	qualità
grande	OPPOSITE_OF	piccolo
nuovo	IS_A	qualità
nuovo	OPPOSITE_OF	vecchio
chiaro	IS_A	qualità
chiaro	OPPOSITE_OF	scuro
vero	IS_A	qualità
vero	OPPOSITE_OF	falso
bene	IS_A	qualità
bene	OPPOSITE_OF	male
inizio	IS_A	momento
inizio	OPPOSITE_OF	fine
presenza	IS_A	stato
presenza	OPPOSITE_OF	assenza
unità	IS_A	stato
unità	OPPOSITE_OF	divisione
ordine	IS_A	stato
ordine	OPPOSITE_OF	caos
caos	IS_A	stato
caos	CAUSES	confusione
armonia	IS_A	stato
armonia	OPPOSITE_OF	conflitto
equilibrio	IS_A	stato
equilibrio	IS_A	armonia
tensione	IS_A	stato
tensione	OPPOSITE_OF	equilibrio
confine	IS_A	struttura
confine	HAS	separazione
confine	HAS	protezione
apertura	IS_A	stato
apertura	OPPOSITE_OF	chiusura
profondità	IS_A	qualità
profondità	OPPOSITE_OF	superficialità
mistero	IS_A	stato
mistero	CAUSES	curiosità
possibilità	IS_A	concetto
possibilità	CAUSES	speranza
limite	IS_A	concetto
limite	OPPOSITE_OF	possibilità
centro	IS_A	posizione
centro	OPPOSITE_OF	periferia
movimento	IS_A	cambiamento
stasi	IS_A	stato
stasi	OPPOSITE_OF	movimento
potere	IS_A	capacità
potere	CAUSES	azione
potere	CAUSES	cambiamento
forza	IS_A	potere
volontà	IS_A	forza
volontà	CAUSES	azione
scopo	IS_A	intenzione
scopo	CAUSES	azione
causa	IS_A	concetto
causa	CAUSES	effetto
effetto	IS_A	risultato
sistema	IS_A	struttura
sistema	HAS	parti
sistema	HAS	relazioni
struttura	IS_A	forma
forma	IS_A	qualità
campo	IS_A	spazio
campo	HAS	forze
campo	HAS	energia

# ─── CIBO E NUTRIMENTO ──────────────────────────────────────────────────────
cibo	IS_A	sostanza
cibo	DOES	nutrire
cibo	CAUSES	energia
pane	IS_A	cibo
frutto	IS_A	cibo
verdura	IS_A	cibo
carne	IS_A	cibo
acqua	IS_A	cibo
vino	IS_A	bevanda
bevanda	IS_A	liquido

# ─── OGGETTI E STRUMENTI ────────────────────────────────────────────────────
strumento	IS_A	oggetto
strumento	USED_FOR	azione
coltello	IS_A	strumento
coltello	USED_FOR	tagliare
libro	IS_A	oggetto
libro	HAS	pagine
libro	HAS	parole
libro	USED_FOR	leggere
libro	CAUSES	conoscenza
penna	IS_A	strumento
penna	USED_FOR	scrivere
fuoco	USED_FOR	riscaldare
acqua	USED_FOR	dissetare

# ─── IDENTITÀ E SÉ ──────────────────────────────────────────────────────────
identità	IS_A	stato
identità	HAS	nome
identità	HAS	storia
identità	HAS	valori
io	IS_A	presenza
io	HAS	corpo
io	HAS	mente
io	HAS	storia
io	DOES	pensare
io	DOES	sentire
io	DOES	scegliere
sé	SIMILAR_TO	io
campo	IS_A	sistema
essere	IS_A	fondamento
essere	OPPOSITE_OF	niente
niente	IS_A	assenza
esistenza	IS_A	stato
esistenza	OPPOSITE_OF	non_esistenza

# ─── RELAZIONI SOCIALI ──────────────────────────────────────────────────────
amicizia	IS_A	relazione
amicizia	HAS	fiducia
amicizia	CAUSES	supporto
amore	IS_A	relazione
famiglia	IS_A	gruppo
famiglia	HAS	genitori
famiglia	HAS	figli
società	IS_A	sistema
società	HAS	persone
società	HAS	regole
guerra	IS_A	conflitto
guerra	CAUSES	morte
guerra	CAUSES	distruzione
guerra	OPPOSITE_OF	pace
conflitto	IS_A	stato
conflitto	CAUSES	danno
cooperazione	IS_A	azione
cooperazione	CAUSES	risultato
cooperazione	OPPOSITE_OF	conflitto
